obligation_id,customer_id,provider,obligation_type,total_amount,remaining_amount,monthly_payment,interest_rate,status
OBL0006154,CUS003901,Tamara,Tamara,3797.21,2658.43,156.38,0.0,Active
OBL0006155,CUS003901,Riyad Bank,Mortgage,1780201.96,926702.37,18912.29,4.71,Active
OBL0006156,CUS003901,Tabby,Tabby,1233.41,985.58,41.07,0.0,Active
OBL0006157,CUS003901,Riyad Bank,Personal Loan,472680.34,40222.3,1149.21,5.38,Active
OBL0006158,CUS003902,Tabby,Tabby,4708.93,2022.58,34.87,0.0,Active
OBL0006159,CUS003902,SAB,Credit Card,17788.74,4538.44,324.17,21.52,Active
OBL0006160,CUS003903,Riyad Bank,Credit Card,36516.97,34982.45,2498.75,21.78,Active
OBL0006161,CUS003903,Bank AlJazira,Auto Loan,171366.37,23839.86,627.36,7.12,Active
OBL0006162,CUS003903,Riyad Bank,Auto Loan,126661.79,0.0,0.0,5.59,Closed
OBL0006163,CUS003903,Tabby,Tabby,1295.73,446.7,8.93,0.0,Active
OBL0006164,CUS003904,SNB,Credit Card,22409.81,6528.37,159.23,23.11,Active
OBL0006165,CUS003909,Alinma Bank,Mortgage,407802.82,36380.45,826.83,2.7,Active
OBL0006166,CUS003909,Bank Albilad,Credit Card,7513.88,0.0,0.0,27.0,Closed
OBL0006167,CUS003909,SNB,Auto Loan,143312.81,22110.31,2211.03,5.41,Overdue
OBL0006168,CUS003909,Bank Albilad,Mortgage,701933.37,391048.75,16293.7,4.93,Active
OBL0006169,CUS003910,Alinma Bank,Mortgage,3430398.49,2616808.33,72689.12,3.99,Active
OBL0006170,CUS003910,Bank AlJazira,Credit Card,80859.0,42011.49,977.01,18.18,Active
OBL0006171,CUS003910,Alinma Bank,Personal Loan,175553.23,112833.99,9402.83,5.51,Overdue
OBL0006172,CUS003911,Tamara,Tamara,1278.49,775.42,,0.0,Active
OBL0006173,CUS003911,Alinma Bank,Mortgage,1200629.93,909258.36,23314.32,2.79,Active
OBL0006174,CUS003911,Bank AlJazira,Credit Card,26416.87,12686.47,4228.82,25.27,Active
OBL0006175,CUS003911,SNB,Personal Loan,38808.28,22616.75,376.95,3.55,Active
OBL0006176,CUS003916,Tabby,Tabby,4667.43,0.0,0.0,0.0,Closed
OBL0006177,CUS003916,Saudi Investment Bank,Credit Card,17332.8,2220.81,61.69,23.26,Active
OBL0006178,CUS003917,Al Rajhi Bank,Personal Loan,311681.11,215272.72,4221.03,4.28,Overdue
OBL0006179,CUS003917,Alinma Bank,Personal Loan,124366.86,47076.78,1426.57,4.46,Active
OBL0006180,CUS003917,Tabby,Tabby,312.75,122.38,7.65,0.0,Active
OBL0006181,CUS003918,SNB,Credit Card,35662.32,0.0,0.0,20.34,Closed
OBL0006182,CUS003918,SNB,Mortgage,1384355.79,0.0,0.0,2.92,Closed
OBL0006183,CUS003918,Tabby,Tabby,245.46,0.0,0.0,0.0,Closed
OBL0006184,CUS003920,Abdul Latif Jameel Finance,Auto Loan,50761.2,0.0,0.0,4.27,Closed
OBL0006185,CUS003923,Bank AlJazira,Auto Loan,128177.31,101503.73,2206.6,5.2,Overdue
OBL0006186,CUS003923,Bank AlJazira,Personal Loan,121673.74,107858.91,2630.71,7.52,Overdue
OBL0006187,CUS003926,Alinma Bank,Personal Loan,119728.16,61844.92,1085.0,8.09,Active
OBL0006188,CUS003927,Tamara,Tamara,4541.26,0.0,0.0,0.0,Closed
OBL0006189,CUS003927,Bank Albilad,Credit Card,51697.3,7544.65,328.03,23.11,Active
OBL0006190,CUS003927,Riyad Bank,Credit Card,60790.98,50186.83,946.92,28.28,Active
OBL0006191,CUS003927,Tabby,Tabby,1287.99,109.51,2.11,0.0,Active
OBL0006192,CUS003928,Tamara,Tamara,944.4,173.08,3.09,0.0,Active
OBL0006193,CUS003928,Bank AlJazira,Personal Loan,119387.61,4496.71,224.84,7.27,Active
OBL0006194,CUS003928,Tamara,Tamara,2426.93,1707.8,63.25,0.0,Active
OBL0006195,CUS003929,Tamara,Tamara,4096.97,546.82,136.71,0.0,Active
OBL0006196,CUS003929,Tamara,Tamara,2640.28,1360.6,25.67,0.0,Overdue
OBL0006197,CUS003930,Al Rajhi Bank,Personal Loan,131510.8,0.0,0.0,8.03,Closed
OBL0006198,CUS003930,Al Rajhi Bank,Personal Loan,147847.88,0.0,0.0,7.97,Closed
OBL0006199,CUS003930,Alinma Bank,Auto Loan,82355.42,62236.54,2705.94,6.87,Deferred
OBL0006200,CUS003931,Tabby,Tabby,2946.5,2574.37,45.97,0.0,Active
OBL0006201,CUS003931,SNB,Mortgage,669868.79,0.0,0.0,4.15,Closed
OBL0006202,CUS003931,Al Jazirah Auto,Auto Loan,43593.48,0.0,0.0,6.77,Closed
OBL0006203,CUS003931,Tabby,Tabby,3507.41,1117.36,24.29,0.0,Active
OBL0006204,CUS003932,Saudi Investment Bank,Credit Card,11052.03,6876.86,343.84,20.74,Active
OBL0006205,CUS003932,Alinma Bank,Credit Card,32240.52,15386.93,274.77,23.55,Active
OBL0006206,CUS003932,SNB,Mortgage,1082322.29,633989.84,52832.49,5.31,Active
OBL0006207,CUS003932,SAB,Mortgage,1044535.83,0.0,0.0,3.59,Closed
OBL0006208,CUS003934,Saudi Investment Bank,Personal Loan,295199.6,0.0,0.0,6.42,Closed
OBL0006209,CUS003935,Tabby,Tabby,2993.15,304.24,5.43,0.0,Active
OBL0006210,CUS003935,Tamara,Tamara,660.22,217.18,4.1,0.0,Active
OBL0006211,CUS003935,SNB,Credit Card,9108.37,0.0,0.0,28.97,Closed
OBL0006212,CUS003935,Bank Albilad,Mortgage,613059.08,511313.44,21304.73,3.4,Active
OBL0006213,CUS003936,SNB,Credit Card,36458.87,0.0,0.0,23.13,Closed
OBL0006214,CUS003937,Riyad Bank,Auto Loan,155589.41,135969.31,2428.02,7.09,Active
OBL0006215,CUS003937,Tamara,Tamara,4738.97,1043.85,26.77,0.0,Active
OBL0006216,CUS003937,Tabby,Tabby,2107.75,710.46,32.29,0.0,Active
OBL0006217,CUS003937,Tabby,Tabby,4246.46,1320.47,165.06,0.0,Active
OBL0006218,CUS003938,SAB,Auto Loan,47034.63,19346.88,496.07,5.48,Active
OBL0006219,CUS003938,Tamara,Tamara,838.73,634.87,15.87,0.0,Active
OBL0006220,CUS003938,Bank AlJazira,Personal Loan,422309.66,220588.88,6684.51,5.71,Active
OBL0006221,CUS003938,Tabby,Tabby,800.1,0.0,0.0,0.0,Closed
OBL0006222,CUS003939,Tamara,Tamara,1814.27,1557.33,27.81,0.0,Deferred
OBL0006223,CUS003939,SNB,Mortgage,531250.11,117583.59,3919.45,2.83,Active
OBL0006224,CUS003939,Saudi Investment Bank,Auto Loan,181628.83,0.0,0.0,4.77,Closed
OBL0006225,CUS003939,Riyad Bank,Mortgage,501635.62,174184.9,3286.51,4.92,Active
OBL0006226,CUS003940,Al Rajhi Bank,Credit Card,27605.45,22330.69,475.12,27.73,Active
OBL0006227,CUS003940,Tamara,Tamara,2310.48,909.61,151.6,0.0,Active
OBL0006228,CUS003940,Al Jazirah Auto,Auto Loan,89650.26,0.0,0.0,4.04,Closed
OBL0006229,CUS003941,Tabby,Tabby,603.75,66.29,3.49,0.0,Active
OBL0006230,CUS003941,Tamara,Tamara,3527.46,0.0,0.0,0.0,Closed
OBL0006231,CUS003941,SAB,Personal Loan,46892.13,30847.56,2203.4,4.19,Overdue
OBL0006232,CUS003942,Bank AlJazira,Personal Loan,195080.97,0.0,0.0,5.07,Closed
OBL0006233,CUS003942,Saudi Investment Bank,Personal Loan,172679.33,62034.85,1550.87,6.4,Deferred
OBL0006234,CUS003942,Al Rajhi Bank,Personal Loan,310588.91,75136.22,1444.93,8.22,Active
OBL0006235,CUS003942,SAB,Auto Loan,188938.99,59668.23,1125.82,7.18,Active
OBL0006236,CUS003943,Bank Albilad,Mortgage,984561.83,271685.99,12349.36,2.55,Active
OBL0006237,CUS003943,Tamara,Tamara,3746.61,844.89,46.94,0.0,Active
OBL0006238,CUS003946,SNB,Personal Loan,57139.57,21094.37,1757.86,4.7,Active
OBL0006239,CUS003947,SAB,Mortgage,2832358.77,975122.92,121890.37,3.26,Active
OBL0006240,CUS003947,Bank AlJazira,Auto Loan,163884.13,0.0,0.0,4.7,Closed
OBL0006241,CUS003948,Tamara,Tamara,4727.08,0.0,0.0,0.0,Closed
OBL0006242,CUS003948,Alinma Bank,Credit Card,2948.41,1895.07,49.87,25.3,Active
OBL0006243,CUS003948,SNB,Credit Card,1529.1,1388.3,42.07,19.19,Active
OBL0006244,CUS003949,Al Rajhi Bank,Personal Loan,401160.72,193630.19,6915.36,3.72,Active
OBL0006245,CUS003951,Tamara,Tamara,587.37,401.21,8.72,,Overdue
OBL0006246,CUS003952,Tamara,Tamara,1535.92,783.7,15.67,0.0,Active
OBL0006247,CUS003952,Riyad Bank,Personal Loan,63261.73,0.0,0.0,8.08,Closed
OBL0006248,CUS003955,Tamara,Tamara,966.3,616.24,77.03,0.0,Deferred
OBL0006249,CUS003957,Bank Albilad,Auto Loan,187866.77,45428.98,1892.87,6.56,Active
OBL0006250,CUS003957,Riyad Bank,Mortgage,1297490.85,0.0,0.0,5.16,Closed
OBL0006251,CUS003959,Tamara,Tamara,291.36,21.7,0.78,0.0,Active
OBL0006252,CUS003960,SNB,Personal Loan,137056.4,0.0,0.0,,Closed
OBL0006253,CUS003961,SNB,Credit Card,45048.84,11972.56,399.09,27.23,Active
OBL0006254,CUS003964,Alinma Bank,Auto Loan,33395.47,11149.88,318.57,4.55,Active
OBL0006255,CUS003964,Tabby,Tabby,1270.02,0.0,0.0,0.0,Closed
OBL0006256,CUS003964,Tabby,Tabby,4133.73,0.0,0.0,0.0,Closed
OBL0006257,CUS003964,Alinma Bank,Auto Loan,121246.57,0.0,0.0,5.2,Closed
OBL0006258,CUS003965,Tamara,Tamara,2735.84,132.32,4.56,0.0,Active
OBL0006259,CUS003965,Tabby,Tabby,1304.03,555.96,17.93,0.0,Active
OBL0006260,CUS003966,Al Jazirah Auto,Auto Loan,104266.24,66592.59,1233.2,6.77,Active
OBL0006261,CUS003966,Riyad Bank,Auto Loan,50646.69,35013.01,875.33,4.78,Active
OBL0006262,CUS003966,Alinma Bank,Mortgage,2023794.4,0.0,0.0,3.39,Closed
OBL0006263,CUS003967,Alinma Bank,Auto Loan,57584.75,51489.68,1514.4,3.3,Active
OBL0006264,CUS003967,Tamara,Tamara,3706.02,0.0,0.0,0.0,Closed
OBL0006265,CUS003967,Tabby,Tabby,2154.25,276.52,16.27,0.0,Active
OBL0006266,CUS003967,Tabby,Tabby,4012.81,3383.23,76.89,0.0,Active
OBL0006267,CUS003968,Tamara,Tamara,3899.03,1755.62,135.05,0.0,Active
OBL0006268,CUS003968,SNB,Mortgage,1353350.96,553958.95,20517.0,4.62,Active
OBL0006269,CUS003968,Riyad Bank,Mortgage,1220783.44,215134.93,7171.16,4.45,Active
OBL0006270,CUS003968,Tabby,Tabby,2343.26,1990.48,86.54,0.0,Active
OBL0006271,CUS003969,Bank AlJazira,Auto Loan,49809.73,34260.84,646.43,6.44,Active
OBL0006272,CUS003969,Riyad Bank,Personal Loan,386886.51,0.0,0.0,5.9,Closed
OBL0006273,CUS003973,Al Rajhi Bank,Auto Loan,63772.32,0.0,0.0,5.28,Closed
OBL0006274,CUS003973,Tamara,Tamara,3133.69,0.0,0.0,0.0,Closed
OBL0006275,CUS003977,Riyad Bank,Personal Loan,453960.98,211029.37,3702.27,5.56,Active
OBL0006276,CUS003979,Saudi Investment Bank,Personal Loan,428531.06,53374.04,1160.31,6.38,Active
OBL0006277,CUS003979,SAB,Mortgage,2702668.92,0.0,0.0,3.06,Closed
OBL0006278,CUS003979,Tamara,Tamara,3791.04,1079.8,63.52,0.0,Active
OBL0006279,CUS003981,Al Rajhi Bank,Personal Loan,154802.86,76359.17,1735.44,8.69,Active
OBL0006280,CUS003981,SAB,Personal Loan,36975.75,5372.8,134.32,4.36,Active
OBL0006281,CUS003981,Tamara,Tamara,2387.97,798.11,133.02,0.0,Active
OBL0006282,CUS003981,Tabby,Tabby,3453.97,2418.77,115.18,0.0,Active
OBL0006283,CUS003982,Al Rajhi Bank,Mortgage,1088724.63,88802.95,7400.25,4.16,Active
OBL0006284,CUS003982,Tabby,Tabby,3138.18,1844.44,47.29,0.0,Active
OBL0006285,CUS003982,Abdul Latif Jameel Finance,Auto Loan,160183.89,0.0,0.0,4.49,Closed
OBL0006286,CUS003982,Al Rajhi Bank,Mortgage,1220550.57,755565.29,,4.61,Active
OBL0006287,CUS003984,Bank AlJazira,Personal Loan,42865.44,23362.37,805.6,5.99,Active
OBL0006288,CUS003984,Bank Albilad,Personal Loan,80063.08,16618.92,755.41,3.79,Active
OBL0006289,CUS003984,Saudi Investment Bank,Credit Card,18833.64,3464.9,88.84,19.16,Active
OBL0006290,CUS003984,Tamara,Tamara,4409.05,2411.8,48.24,0.0,Active
OBL0006291,CUS003985,Tamara,Tamara,2484.81,0.0,0.0,0.0,Closed
OBL0006292,CUS003985,SNB,Personal Loan,79359.7,11302.9,188.38,8.66,Active
OBL0006293,CUS003985,Tamara,Tamara,4218.95,1560.16,312.03,0.0,Active
OBL0006294,CUS003985,Tabby,Tabby,4220.75,453.4,41.22,0.0,Active
OBL0006295,CUS003986,Bank Albilad,Personal Loan,157762.49,136379.81,8022.34,5.54,Active
OBL0006296,CUS003987,Alinma Bank,Auto Loan,197803.37,45230.3,837.6,5.38,Active
OBL0006297,CUS003987,Riyad Bank,Credit Card,50185.0,0.0,0.0,26.06,Closed
OBL0006298,CUS003987,Al Rajhi Bank,Credit Card,15333.89,0.0,0.0,26.45,Closed
OBL0006299,CUS003988,SNB,Credit Card,48409.32,23511.57,1175.58,25.83,Overdue
OBL0006300,CUS003988,Tabby,Tabby,4490.1,0.0,,0.0,Closed
OBL0006301,CUS003988,Saudi Investment Bank,Auto Loan,128631.34,119458.73,2059.63,3.55,Overdue
OBL0006302,CUS003990,Tabby,Tabby,3835.89,0.0,0.0,0.0,Closed
OBL0006303,CUS003992,Bank AlJazira,Credit Card,58397.13,43090.57,14363.52,24.18,Active
OBL0006304,CUS003992,Alinma Bank,Mortgage,2990895.85,1886756.68,75470.27,5.15,Active
OBL0006305,CUS003992,Tamara,Tamara,3076.28,2517.7,86.82,0.0,Overdue
OBL0006306,CUS003993,Tamara,Tamara,4980.5,1215.83,41.93,0.0,Active
OBL0006307,CUS003994,Bank Albilad,Auto Loan,134379.78,116731.26,2202.48,7.21,Active
OBL0006308,CUS003994,Saudi Investment Bank,Personal Loan,200691.08,168602.41,4112.25,6.91,Active
OBL0006309,CUS003994,Tabby,Tabby,2192.87,0.0,0.0,0.0,Closed
OBL0006310,CUS003994,SNB,Mortgage,3948610.44,0.0,0.0,5.15,Closed
OBL0006311,CUS003995,Alinma Bank,Personal Loan,14929.63,0.0,0.0,4.03,Closed
OBL0006312,CUS003996,Tamara,Tamara,1845.95,959.07,33.07,0.0,Active
OBL0006313,CUS003996,Tamara,Tamara,2190.68,578.32,11.34,0.0,Active
OBL0006314,CUS003997,Riyad Bank,Personal Loan,282805.0,205995.8,4204.0,5.94,Active
OBL0006315,CUS004002,SAB,Credit Card,12439.03,1063.62,23.64,19.26,Active
OBL0006316,CUS004002,Tamara,Tamara,1530.14,442.4,73.73,0.0,Active
OBL0006317,CUS004005,Riyad Bank,Mortgage,1455631.4,1098108.3,49914.01,4.79,Active
OBL0006318,CUS004005,Riyad Bank,Mortgage,1998638.89,1299271.8,118115.62,,Deferred
OBL0006319,CUS004006,Tamara,Tamara,4786.05,476.64,43.33,0.0,Active
OBL0006320,CUS004007,SAB,Credit Card,32827.4,17565.0,418.21,24.98,Active
OBL0006321,CUS004009,SNB,Auto Loan,139656.87,11496.84,280.41,5.81,Active
OBL0006322,CUS004009,Tamara,Tamara,3023.43,760.06,95.01,0.0,Active
OBL0006323,CUS004012,SAB,Auto Loan,68013.89,35555.1,2735.01,5.73,Active
OBL0006324,CUS004014,SAB,Mortgage,1583002.49,547589.52,11408.11,2.87,Active
OBL0006325,CUS004014,Tamara,Tamara,1023.24,337.43,6.62,0.0,Overdue
OBL0006326,CUS004014,Tamara,Tamara,4610.88,2146.77,44.72,0.0,Active
OBL0006327,CUS004016,Bank AlJazira,Personal Loan,1223.07,562.22,16.06,4.25,Deferred
OBL0006328,CUS004016,Tamara,Tamara,360.03,0.0,0.0,0.0,Closed
OBL0006329,CUS004017,Tamara,Tamara,2635.92,0.0,0.0,0.0,Closed
OBL0006330,CUS004017,Riyad Bank,Mortgage,865145.63,184804.38,3850.09,5.38,Active
OBL0006331,CUS004017,Al Rajhi Bank,Mortgage,1439372.24,0.0,0.0,4.11,Closed
OBL0006332,CUS004018,Tamara,Tamara,1569.83,349.97,19.44,0.0,Deferred
OBL0006333,CUS004018,Tabby,Tabby,4900.29,0.0,0.0,0.0,Closed
OBL0006334,CUS004019,Alinma Bank,Mortgage,742473.56,161923.98,5997.18,3.93,Active
OBL0006335,CUS004020,SAB,Personal Loan,135427.9,14002.62,388.96,8.1,Active
OBL0006336,CUS004020,Bank Albilad,Auto Loan,88872.89,13069.56,225.34,6.25,Active
OBL0006337,CUS004021,Al Rajhi Bank,Credit Card,20551.62,18884.25,609.17,20.22,Active
OBL0006338,CUS004021,Tamara,Tamara,2409.8,0.0,0.0,0.0,Closed
OBL0006339,CUS004022,Alinma Bank,Auto Loan,143612.8,134498.65,44832.88,6.31,Active
OBL0006340,CUS004022,Saudi Investment Bank,Credit Card,80205.53,60931.59,7616.45,20.43,Active
OBL0006341,CUS004024,Riyad Bank,Credit Card,17058.5,15975.86,363.09,22.24,Active
OBL0006342,CUS004025,Al Rajhi Bank,Mortgage,697633.52,326412.08,6400.24,3.94,Active
OBL0006343,CUS004025,Riyad Bank,Personal Loan,370470.21,193189.83,6661.72,7.62,Active
OBL0006344,CUS004026,Tabby,Tabby,1760.77,507.21,13.71,0.0,Active
OBL0006345,CUS004026,Bank AlJazira,Credit Card,38868.27,20624.95,515.62,27.5,Active
OBL0006346,CUS004026,Riyad Bank,Auto Loan,52905.58,0.0,0.0,3.05,Closed
OBL0006347,CUS004026,Bank AlJazira,Credit Card,65794.93,4055.81,289.7,24.3,Active
OBL0006348,CUS004027,Riyad Bank,Credit Card,56196.8,0.0,0.0,25.5,Closed
OBL0006349,CUS004028,Bank AlJazira,Credit Card,19422.33,0.0,0.0,27.84,Closed
OBL0006350,CUS004028,Tamara,Tamara,1925.57,0.0,0.0,0.0,Closed
OBL0006351,CUS004031,Tabby,Tabby,3149.54,1164.08,388.03,0.0,Active
OBL0006352,CUS004031,Tamara,Tamara,1027.58,122.23,3.13,0.0,Active
OBL0006353,CUS004032,SAB,Credit Card,7828.65,4904.25,181.64,18.89,Active
OBL0006354,CUS004032,Al Jazirah Auto,Auto Loan,176311.59,0.0,0.0,4.1,Closed
OBL0006355,CUS004032,Riyad Bank,Credit Card,16477.89,0.0,0.0,21.99,Closed
OBL0006356,CUS004033,Tamara,Tamara,4084.93,124.76,2.84,0.0,Active
OBL0006357,CUS004033,Bank Albilad,Auto Loan,143589.72,61405.26,1860.77,6.04,Deferred
OBL0006358,CUS004033,Tabby,Tabby,592.11,59.28,4.56,0.0,Active
OBL0006359,CUS004033,Saudi Investment Bank,Credit Card,20687.65,19283.5,438.26,23.69,Overdue
OBL0006360,CUS004034,Bank Albilad,Mortgage,608563.18,201327.57,7456.58,2.59,Active
OBL0006361,CUS004036,SNB,Auto Loan,125114.22,116461.55,2531.77,7.42,Active
OBL0006362,CUS004036,Alinma Bank,Auto Loan,108187.34,0.0,0.0,5.98,Closed
OBL0006363,CUS004036,Bank AlJazira,Personal Loan,106106.33,0.0,0.0,8.19,Closed
OBL0006364,CUS004036,Tabby,Tabby,300.53,28.04,1.27,0.0,Active
OBL0006365,CUS004037,Tamara,Tamara,569.14,0.0,0.0,0.0,Closed
OBL0006366,CUS004037,Al Rajhi Bank,Mortgage,2035273.61,252074.62,9336.1,2.54,Active
OBL0006367,CUS004038,Saudi Investment Bank,Auto Loan,49075.04,0.0,0.0,4.58,Closed
OBL0006368,CUS004038,Riyad Bank,Personal Loan,89259.92,61840.93,4122.73,4.26,Active
OBL0006369,CUS004038,Saudi Investment Bank,Personal Loan,167546.5,0.0,0.0,7.8,Closed
OBL0006370,CUS004038,Bank AlJazira,Credit Card,24406.43,10275.39,1712.56,18.98,Active
OBL0006371,CUS004040,Saudi Investment Bank,Auto Loan,144138.93,0.0,0.0,6.26,Closed
OBL0006372,CUS004040,Alinma Bank,Mortgage,1542096.82,1020499.22,56694.4,2.63,Active
OBL0006373,CUS004041,SNB,Mortgage,749507.17,0.0,0.0,3.58,Closed
OBL0006374,CUS004042,Bank Albilad,Auto Loan,40562.18,28315.68,7078.92,4.27,Active
OBL0006375,CUS004042,Riyad Bank,Auto Loan,81003.68,3906.38,102.8,6.5,Active
OBL0006376,CUS004044,Tamara,Tamara,2890.31,2443.43,162.9,0.0,Active
OBL0006377,CUS004044,Riyad Bank,Personal Loan,136729.52,37066.27,882.53,7.56,Active
OBL0006378,CUS004044,Bank AlJazira,Personal Loan,132878.85,0.0,0.0,8.2,Closed
OBL0006379,CUS004044,Tabby,Tabby,2261.24,1745.39,44.75,0.0,Active
OBL0006380,CUS004045,Al Rajhi Bank,Personal Loan,546728.71,58681.5,2667.34,4.64,Active
OBL0006381,CUS004045,Bank AlJazira,Personal Loan,388516.75,0.0,0.0,5.93,Closed
OBL0006382,CUS004045,Tamara,Tamara,2586.82,2438.96,65.92,0.0,Active
OBL0006383,CUS004045,Riyad Bank,Mortgage,2260850.35,1348361.78,58624.43,4.92,Active
OBL0006384,CUS004047,Tamara,Tamara,4666.43,2261.04,376.84,0.0,Active
OBL0006385,CUS004047,Tamara,Tamara,1817.29,0.0,0.0,0.0,Closed
OBL0006386,CUS004047,Tabby,Tabby,1793.52,1465.12,29.9,0.0,Active
OBL0006387,CUS004047,Tamara,Tamara,1889.16,1525.14,26.3,0.0,Active
OBL0006388,CUS004048,Alinma Bank,Mortgage,1337161.86,526376.0,17545.87,5.35,Active
OBL0006389,CUS004048,Tabby,Tabby,691.28,506.74,16.89,,Active
OBL0006390,CUS004048,Abdul Latif Jameel Finance,Auto Loan,150875.21,0.0,0.0,4.62,Closed
OBL0006391,CUS004050,Riyad Bank,Mortgage,1175882.18,1070782.06,71385.47,3.21,Active
OBL0006392,CUS004050,Riyad Bank,Credit Card,54432.0,8920.65,182.05,24.7,Active
OBL0006393,CUS004050,Bank AlJazira,Auto Loan,79262.02,45392.87,2389.1,5.83,Active
OBL0006394,CUS004051,Bank Albilad,Personal Loan,12511.29,5757.56,198.54,7.58,Active
OBL0006395,CUS004051,Alinma Bank,Credit Card,9960.15,0.0,0.0,26.57,Closed
OBL0006396,CUS004051,Alinma Bank,Credit Card,12208.18,0.0,0.0,18.22,Closed
OBL0006397,CUS004051,Tamara,Tamara,755.27,250.65,4.56,0.0,Active
OBL0006398,CUS004052,Bank Albilad,Auto Loan,149568.17,60298.79,1182.33,5.99,Active
OBL0006399,CUS004052,Riyad Bank,Credit Card,13779.09,12327.57,1761.08,25.32,Overdue
OBL0006400,CUS004053,Bank AlJazira,Auto Loan,94049.46,56346.77,1126.94,6.26,Active
OBL0006401,CUS004059,Saudi Investment Bank,Credit Card,40133.32,2571.35,257.13,20.57,Active
OBL0006402,CUS004059,SNB,Mortgage,516232.69,318176.17,5582.04,3.34,Active
OBL0006403,CUS004059,Bank AlJazira,Personal Loan,109700.72,66850.81,5570.9,4.11,Active
OBL0006404,CUS004060,Alinma Bank,Credit Card,39458.88,28334.08,1287.91,26.73,Active
OBL0006405,CUS004061,Riyad Bank,Auto Loan,69819.29,47693.31,11923.33,5.59,Active
OBL0006406,CUS004062,SAB,Auto Loan,119462.88,0.0,0.0,3.69,Closed
OBL0006407,CUS004063,SAB,Personal Loan,409098.46,142761.82,15862.42,4.55,Active
OBL0006408,CUS004063,Al Rajhi Bank,Auto Loan,69003.56,31117.37,598.41,7.32,Active
OBL0006409,CUS004063,Tamara,Tamara,368.87,55.32,2.63,0.0,Active
OBL0006410,CUS004063,Tamara,Tamara,4262.33,0.0,0.0,0.0,Closed
OBL0006411,CUS004065,SNB,Auto Loan,84603.21,69797.47,1586.31,4.71,Active
OBL0006412,CUS004068,Riyad Bank,Auto Loan,64049.67,48719.52,955.28,5.34,Active
OBL0006413,CUS004068,Bank AlJazira,Credit Card,34886.49,31875.06,1677.63,19.71,Active
OBL0006414,CUS004068,Saudi Investment Bank,Credit Card,28935.16,7764.13,1552.83,22.51,Active
OBL0006415,CUS004069,Al Rajhi Bank,Mortgage,2487815.62,1427988.94,83999.35,4.01,Active
OBL0006416,CUS004069,Tamara,Tamara,4408.43,378.47,21.03,0.0,Active
OBL0006417,CUS004069,Al Rajhi Bank,Personal Loan,230353.17,79629.69,4976.86,6.06,Active
OBL0006418,CUS004069,Bank Albilad,Personal Loan,446745.1,80179.97,5345.33,8.04,Active
OBL0006419,CUS004070,Riyad Bank,Personal Loan,105094.99,45622.72,970.7,3.7,Active
OBL0006420,CUS004070,Tabby,Tabby,451.85,0.0,0.0,0.0,Closed
OBL0006421,CUS004070,Bank AlJazira,Personal Loan,53826.61,5023.65,88.13,5.83,Active
OBL0006422,CUS004070,Tabby,Tabby,4286.18,3096.86,140.77,0.0,Overdue
OBL0006423,CUS004071,Tamara,Tamara,2183.69,206.36,5.16,0.0,Active
OBL0006424,CUS004071,Alinma Bank,Mortgage,834618.22,630209.65,17505.82,2.58,Active
OBL0006425,CUS004071,SNB,Mortgage,1427071.79,614702.71,10976.83,5.12,Active
OBL0006426,CUS004072,Tabby,Tabby,1980.21,387.86,19.39,0.0,Active
OBL0006427,CUS004072,Al Rajhi Bank,Credit Card,91395.77,62802.07,2326.0,19.98,Active
OBL0006428,CUS004072,SNB,Auto Loan,100871.51,96325.33,3210.84,6.02,Active
OBL0006429,CUS004075,Tabby,Tabby,2691.94,2125.66,125.04,0.0,Active
OBL0006430,CUS004075,Riyad Bank,Credit Card,15023.53,7716.57,857.4,21.98,Active
OBL0006431,CUS004076,Al Rajhi Bank,Mortgage,829158.99,744179.3,33826.33,5.23,Active
OBL0006432,CUS004076,Tamara,Tamara,2795.72,445.1,17.12,0.0,Active
OBL0006433,CUS004076,SNB,Auto Loan,190798.19,57741.26,1698.27,6.43,Active
OBL0006434,CUS004077,Bank Albilad,Personal Loan,374908.19,0.0,0.0,7.73,Closed
OBL0006435,CUS004077,Tabby,Tabby,3689.21,0.0,0.0,0.0,Closed
OBL0006436,CUS004077,Saudi Investment Bank,Auto Loan,130012.32,0.0,0.0,5.29,Closed
OBL0006437,CUS004078,Tabby,Tabby,879.64,42.12,0.9,0.0,Active
OBL0006438,CUS004079,Al Rajhi Bank,Personal Loan,141549.53,119701.13,23940.23,7.94,Overdue
OBL0006439,CUS004079,Bank Albilad,Credit Card,21326.78,11482.73,310.34,25.0,Active
OBL0006440,CUS004079,Bank AlJazira,Auto Loan,166058.59,5707.61,951.27,5.49,Active
OBL0006441,CUS004080,Tabby,Tabby,1803.41,0.0,0.0,0.0,Closed
OBL0006442,CUS004080,SNB,Auto Loan,149786.33,95807.04,1680.83,6.88,Active
OBL0006443,CUS004080,Tamara,Tamara,3307.2,2322.87,61.13,0.0,Overdue
OBL0006444,CUS004081,Tabby,Tabby,422.56,240.1,5.58,0.0,Active
OBL0006445,CUS004081,SNB,Mortgage,1787482.66,0.0,0.0,3.32,Closed
OBL0006446,CUS004084,Saudi Investment Bank,Credit Card,9541.36,0.0,0.0,23.44,Closed
OBL0006447,CUS004084,SAB,Credit Card,18129.73,0.0,0.0,22.02,Closed
